1617814204.5200,-1.281250,-1.203125,0.468750
1617814204.5400,-0.031250,0.906250,0.015625
1617814204.5600,-0.031250,0.953125,0.015625
1617814204.5800,-0.031250,0.953125,0.015625
1617814204.6000,-0.031250,0.953125,0.015625
1617814204.6200,-0.031250,0.968750,0.015625
1617814204.6400,-0.031250,0.968750,0.015625
1617814204.6600,-0.031250,0.953125,0.015625
1617814204.6800,-0.031250,0.953125,0.015625
1617814204.7000,-0.031250,0.953125,0.015625
1617814204.7200,-0.031250,0.953125,0.015625
1617814204.7400,-0.031250,0.953125,0.015625
1617814204.7600,-0.031250,0.953125,0.015625
1617814204.7800,-0.031250,0.953125,0.015625
1617814204.8000,-0.031250,0.953125,0.015625
1617814204.8200,-0.031250,0.953125,0.015625
1617814204.8400,-0.031250,0.953125,0.015625
1617814204.8600,-0.031250,0.953125,0.015625
1617814204.8800,-0.031250,0.953125,0.015625
1617814204.9000,-0.031250,0.953125,0.015625
1617814204.9200,-0.031250,0.953125,0.015625
1617814204.9400,-0.031250,0.953125,0.015625
1617814204.9600,-0.046875,0.953125,0.000000
1617814204.9800,-0.031250,0.968750,0.015625
1617814205.0000,-0.031250,0.953125,0.015625
1617814205.0200,-0.031250,0.953125,0.015625
1617814205.0400,-0.031250,0.953125,0.015625
1617814205.0600,-0.031250,0.953125,0.015625
1617814205.0800,-0.031250,0.968750,0.015625
1617814205.1000,-0.031250,0.953125,0.015625
1617814205.1200,-0.031250,0.953125,0.015625
1617814205.1400,-0.031250,0.953125,0.015625
1617814205.1600,-0.031250,0.953125,0.015625
1617814205.1800,-0.031250,0.953125,0.015625
1617814205.2000,-0.031250,0.953125,0.015625
1617814205.2200,-0.031250,0.953125,0.015625
1617814205.2400,-0.031250,0.953125,0.015625
1617814205.2600,-0.031250,0.953125,0.015625
1617814205.2800,-0.031250,0.968750,0.015625
1617814205.3000,-0.031250,0.953125,0.015625
1617814205.3200,-0.031250,0.968750,0.015625
1617814205.3400,-0.031250,0.953125,0.015625
1617814205.3600,-0.031250,0.953125,0.015625
1617814205.3800,-0.031250,0.953125,0.015625
1617814205.4000,-0.031250,0.953125,0.015625
1617814205.4200,-0.031250,0.953125,0.015625
1617814205.4400,-0.031250,0.953125,0.015625
1617814205.4600,-0.031250,0.953125,0.015625
1617814205.4800,-0.031250,0.953125,0.015625
1617814205.5000,-0.031250,0.953125,0.015625
1617814205.5200,-0.031250,0.953125,0.000000
1617814205.5400,-0.031250,0.953125,0.015625
1617814205.5600,-0.031250,0.953125,0.015625
1617814205.5800,-0.031250,0.953125,0.015625
1617814205.6000,-0.031250,0.953125,0.015625
1617814205.6200,-0.031250,0.953125,0.015625
1617814205.6400,-0.031250,0.953125,0.015625
1617814205.6600,-0.031250,0.953125,0.015625
1617814205.6800,-0.031250,0.953125,0.015625
1617814205.7000,-0.031250,0.953125,0.015625
1617814205.7200,-0.031250,0.968750,0.015625
1617814205.7400,-0.031250,0.968750,0.015625
1617814205.7600,-0.031250,0.953125,0.015625
1617814205.7800,-0.031250,0.953125,0.015625
1617814205.8000,-0.031250,0.953125,0.015625
1617814205.8200,-0.031250,0.953125,0.015625
1617814205.8400,-0.031250,0.953125,0.015625
1617814205.8600,-0.031250,0.953125,0.015625
1617814205.8800,-0.031250,0.953125,0.015625
1617814205.9000,-0.031250,0.953125,0.000000
1617814205.9200,-0.031250,0.953125,0.015625
1617814205.9400,-0.031250,0.953125,0.015625
1617814205.9600,-0.031250,0.953125,0.015625
1617814205.9800,-0.031250,0.953125,0.015625
1617814206.0000,-0.031250,0.953125,0.015625
1617814206.0200,-0.031250,0.953125,0.015625
1617814206.0400,-0.031250,0.953125,0.000000
1617814206.0600,-0.031250,0.953125,0.015625
1617814206.0800,-0.031250,0.953125,0.015625
1617814206.1000,-0.031250,0.953125,0.015625
1617814206.1200,-0.031250,0.953125,0.015625
1617814206.1400,-0.031250,0.953125,0.015625
1617814206.1600,-0.031250,0.953125,0.015625
1617814206.1800,-0.031250,0.953125,0.015625
1617814206.2000,-0.031250,0.953125,0.015625
1617814206.2200,-0.031250,0.953125,0.015625
1617814206.2400,-0.031250,0.968750,0.000000
1617814206.2600,-0.031250,0.968750,0.015625
1617814206.2800,-0.031250,0.953125,0.015625
1617814206.3000,-0.031250,0.953125,0.015625
1617814206.3200,-0.046875,0.968750,0.000000
1617814206.3400,-0.031250,0.953125,0.015625
1617814206.3600,-0.031250,0.953125,0.015625
1617814206.3800,-0.031250,0.953125,0.015625
1617814206.4000,-0.031250,0.953125,0.015625
1617814206.4200,-0.031250,0.953125,0.015625
1617814206.4400,-0.031250,0.953125,0.015625
1617814206.4600,-0.031250,0.953125,0.015625
1617814206.4800,-0.031250,0.953125,0.015625
1617814206.5000,-0.031250,0.953125,0.015625
1617814206.5200,-0.031250,0.953125,0.015625
1617814206.5400,-0.031250,0.953125,0.015625
1617814206.5600,-0.031250,0.953125,0.015625
1617814206.5800,-0.031250,0.953125,0.015625
1617814206.6000,-0.031250,0.953125,0.000000
1617814206.6200,-0.031250,0.968750,0.015625
1617814206.6400,-0.031250,0.968750,0.015625
1617814206.6600,-0.031250,0.953125,0.015625
1617814206.6800,-0.031250,0.953125,0.015625
1617814206.7000,-0.031250,0.953125,0.015625
1617814206.7200,-0.031250,0.953125,0.015625
1617814206.7400,-0.031250,0.953125,0.015625
1617814206.7600,-0.031250,0.953125,0.015625
1617814206.7800,-0.031250,0.968750,0.015625
1617814206.8000,-0.031250,0.953125,0.015625
1617814206.8200,-0.031250,0.953125,0.015625
1617814206.8400,-0.031250,0.953125,0.015625
1617814206.8600,-0.031250,0.953125,0.015625
1617814206.8800,-0.031250,0.953125,0.015625
1617814206.9000,-0.031250,0.953125,0.015625
1617814206.9200,-0.031250,0.953125,0.015625
1617814206.9405,-0.031250,0.953125,0.015625
1617814206.9610,-0.031250,0.953125,0.015625
1617814206.9815,-0.031250,0.968750,0.015625
1617814207.0020,-0.031250,0.953125,0.015625
1617814207.0225,-0.031250,0.953125,0.015625
1617814207.0430,-0.031250,0.953125,0.015625
1617814207.0635,-0.031250,0.968750,0.015625
1617814207.0840,-0.031250,0.953125,0.015625
1617814207.1045,-0.031250,0.953125,0.015625
1617814207.1250,-0.031250,0.953125,0.015625
1617814207.1455,-0.031250,0.953125,0.015625
1617814207.1660,-0.031250,0.953125,0.015625
1617814207.1865,-0.031250,0.953125,0.015625
1617814207.2070,-0.031250,0.953125,0.015625
1617814207.2275,-0.031250,0.953125,0.015625
1617814207.2480,-0.031250,0.953125,0.015625
1617814207.2685,-0.031250,0.953125,0.015625
1617814207.2890,-0.031250,0.953125,0.015625
1617814207.3095,-0.031250,0.953125,0.015625
1617814207.3300,-0.031250,0.953125,0.000000
1617814207.3505,-0.031250,0.953125,0.015625
1617814207.3710,-0.031250,0.953125,0.015625
1617814207.3915,-0.031250,0.953125,0.015625
1617814207.4120,-0.031250,0.953125,0.015625
1617814207.4325,-0.031250,0.953125,0.015625
1617814207.4530,-0.031250,0.968750,0.015625
