1618335935.5600,0.187500,-0.218750,0.234375
1618335935.5800,-0.234375,0.375000,-0.812500
1618335935.6000,-0.218750,0.390625,-0.703125
1618335935.6200,-0.140625,0.453125,-0.703125
1618335935.6400,-0.156250,0.421875,-0.671875
1618335935.6600,-0.171875,0.453125,-0.828125
1618335935.6800,-0.187500,0.484375,-0.890625
1618335935.7000,-0.109375,0.515625,-0.875000
1618335935.7200,-0.187500,0.515625,-0.812500
1618335935.7400,-0.109375,0.656250,-0.937500
1618335935.7600,-0.078125,0.484375,-1.062500
1618335935.7800,-0.203125,0.656250,-0.718750
1618335935.8000,-0.296875,0.640625,-0.687500
1618335935.8200,-0.468750,0.781250,-0.718750
1618335935.8400,-0.484375,0.765625,-0.609375
1618335935.8600,-0.109375,0.656250,-0.703125
1618335935.8800,-0.062500,0.812500,-0.859375
1618335935.9000,-0.234375,0.734375,-0.718750
1618335935.9200,-0.250000,0.718750,-0.765625
1618335935.9400,-0.531250,0.859375,-0.687500
1618335935.9600,-0.281250,0.484375,-0.265625
1618335935.9800,-0.312500,0.609375,-0.484375
1618335936.0000,-0.328125,0.812500,-0.828125
1618335936.0200,-0.265625,0.687500,-0.515625
1618335936.0400,-0.234375,0.703125,-0.375000
1618335936.0600,-0.546875,0.890625,-0.484375
1618335936.0800,-0.609375,0.828125,-0.265625
1618335936.1000,-0.500000,0.812500,-0.125000
1618335936.1200,-0.421875,0.750000,-0.234375
1618335936.1400,-0.500000,0.671875,-0.140625
1618335936.1600,-0.578125,0.687500,-0.125000
1618335936.1800,-0.843750,0.843750,-0.234375
1618335936.2000,-0.656250,0.640625,0.062500
1618335936.2200,-0.765625,0.750000,-0.234375
1618335936.2400,-0.828125,0.781250,-0.250000
1618335936.2600,-0.453125,0.734375,-0.390625
1618335936.2800,-0.421875,0.687500,-0.390625
1618335936.3000,-0.718750,0.828125,-0.328125
1618335936.3200,-0.578125,0.734375,-0.328125
1618335936.3400,-0.453125,0.703125,-0.406250
1618335936.3600,-0.625000,0.812500,-0.468750
1618335936.3800,-0.531250,0.750000,-0.390625
1618335936.4000,-0.578125,0.703125,-0.078125
1618335936.4200,-0.656250,0.765625,-0.250000
1618335936.4400,-0.484375,0.687500,-0.328125
1618335936.4600,-0.406250,0.656250,-0.343750
1618335936.4800,-0.546875,0.765625,-0.390625
1618335936.5000,-0.671875,0.796875,-0.296875
1618335936.5200,-0.640625,0.750000,-0.343750
1618335936.5400,-0.453125,0.718750,-0.453125
1618335936.5600,-0.453125,0.687500,-0.421875
1618335936.5800,-0.515625,0.703125,-0.328125
1618335936.6000,-0.609375,0.718750,-0.312500
1618335936.6200,-0.687500,0.765625,-0.375000
1618335936.6400,-0.718750,0.796875,-0.375000
1618335936.6600,-0.578125,0.750000,-0.406250
1618335936.6800,-0.546875,0.734375,-0.421875
1618335936.7000,-0.656250,0.750000,-0.359375
1618335936.7200,-0.406250,0.750000,-0.484375
1618335936.7400,-0.609375,0.890625,-0.265625
1618335936.7600,-0.328125,0.546875,-0.093750
1618335936.7800,-0.453125,0.734375,-0.281250
1618335936.8000,-0.515625,0.765625,-0.281250
1618335936.8200,-0.421875,0.671875,-0.250000
1618335936.8400,-0.531250,0.734375,-0.265625
1618335936.8600,-0.593750,0.734375,-0.265625
1618335936.8800,-0.484375,0.671875,-0.359375
1618335936.9000,-0.656250,0.734375,-0.281250
1618335936.9200,-0.812500,0.718750,-0.296875
1618335936.9400,-0.656250,0.671875,-0.296875
1618335936.9600,-0.734375,0.671875,-0.296875
1618335936.9800,-0.812500,0.671875,-0.281250
1618335937.0000,-0.796875,0.656250,-0.296875
1618335937.0200,-0.625000,0.609375,-0.312500
1618335937.0400,-0.703125,0.625000,-0.203125
1618335937.0600,-0.906250,0.578125,-0.218750
1618335937.0800,-0.750000,0.609375,-0.359375
1618335937.1000,-0.609375,0.640625,-0.468750
1618335937.1200,-0.734375,0.625000,-0.281250
1618335937.1400,-0.703125,0.625000,-0.328125
